"Grad.Month","Grad.Year","My..Conn","Job.Title","Current.City","Current.State","Home.Country","Gender","Major1","Major2","Major3","Minor1","Minor2","Minor3","Certificate1","Certificate2","Certificate3"
"May",2020,3,"Associate Solutions Analyst","Plainfield","IL","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Business Liaison Consultant","West Des Moines","IA","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Data Engineer","Iowa City ","IA","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Strategic Finance Analyst","New York","NY","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"Entrepreneurial Management",NA,NA
"May",2020,1,"Corporate Banking Analyst","New York","NY","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,3,"","","","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,NA,"","","","UNITED STATES","Female","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"MSTM student","Iowa City","IA","CHINA","Female","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,3,"Financial Consultant","Cedar Rapids","IA","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Information Systems Analyst","Fort Lauderdale","FL","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Financial Analyst","Minneapolis","MN","UNITED STATES","Male","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Delivery Consultant II","Kansas City","MO","UNITED STATES","Female","Finance","Business Analytics","Economics (Policy)","",NA,NA,"",NA,NA
"May",2020,1,"Cloud Security Consultant","Des Moines","IA","UNITED STATES","Male","Finance","Information Systems","","",NA,NA,"",NA,NA
"May",2020,3,"Master of Science - MS, Business analytics","Iowa City","IA","CHINA","Female","Finance","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,3,"Software Support Specialist","Iowa City","IA","UNITED STATES","Male","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,1,"Enterprise Architect","Iowa City/Cedar Rapids","IA","UNITED STATES","Male","Information Systems","","","Computer Science",NA,NA,"",NA,NA
"May",2020,1,"Advisory Analyst","Chicago","IL","UNITED STATES","Male","Information Systems","Finance","","",NA,NA,"",NA,NA
"May",2020,1,"Database Administrator","Iowa City","IA","UNITED STATES","Male","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,1,"MS Business Analytics","Los Angeles","CA","UNITED STATES","Female","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","UNITED STATES","Male","Information Systems","","","Psychology",NA,NA,"",NA,NA
"May",2020,NA,"","","","CHINA","Female","Information Systems","","","Korean Studies",NA,NA,"",NA,NA
"May",2020,1,"M&A Transaction Services","Chicago","IL","UNITED STATES","Female","Information Systems","Accounting","","Criminology, Law and Justice",NA,NA,"",NA,NA
"May",2020,1,"","","","UNITED STATES","Female","Information Systems","","","Global Health Studies",NA,NA,"",NA,NA
"May",2020,1,"Data Programmer I","Madison","WI","UNITED STATES","Male","Information Systems","","","Theatre Arts",NA,NA,"",NA,NA
"May",2020,3,"","","","UNITED STATES","Male","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,3,"Technical Solutions Analyst","Kansas City","MO","UNITED STATES","Male","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,1,"Technician","Donahue","IA","UNITED STATES","Female","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Information Systems","","","Art",NA,NA,"",NA,NA
"May",2020,3,"","","","CHINA","Male","Information Systems","","","",NA,NA,"",NA,NA
"May",2020,1,"Marketing Science Analyst","Broomfield","CO","UNITED STATES","Male","Marketing (Marketing Analytics)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Technology Consultant","Arlington Heights","IL","UNITED STATES","Female","Marketing (Marketing Analytics)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Data Analyst - Category Insights","West Des Moines","IA","UNITED STATES","Male","Marketing (Marketing Analytics)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Demand Planner","Chicago","IL","UNITED STATES","Male","Marketing (Marketing Management)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"IT Risk Consultant","Minneapolis","MN","UNITED STATES","Female","Marketing (Marketing Management)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Member Experience Analyst","Chicago","IL","UNITED STATES","Female","Marketing (Marketing Management)","Business Analytics","","",NA,NA,"Leadership Studies",NA,NA
"May",2020,1,"Business Manager","Iowa City/Cedar Rapids","IA","UNITED STATES","Male","Marketing (Prof Sales & Management)","Business Analytics","","",NA,NA,"",NA,NA
"May",2020,1,"Category Development Analyst","Bentonville","AR","UNITED STATES","Male","Marketing (Prof Sales & Management)","Information Systems","","",NA,NA,"",NA,NA
"Dec",2020,1,"Tax Accountant","Cedar Rapids","IA","UNITED STATES","Male","Accounting","Business Analytics",NA,"",NA,NA,"","",NA
"Dec",2020,NA,"","","","UNITED STATES","Male","Accounting","Business Analytics",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Risk Associate","Iowa City/ Cedar Rapids","IA","UNITED STATES","Male","Accounting","Business Analytics",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Technology Risk Consultant ","Iowa City","IA","UNITED STATES","Female","Accounting","Business Analytics",NA,"",NA,NA,"","",NA
"Dec",2020,1,"","","","UNITED STATES","Female","Accounting","Business Analytics",NA,"",NA,NA,"","",NA
"Dec",2020,3,"MSBA/Teaching Assistant","Iowa City","IA","JAPAN","Female","Actuarial Science","Business Analytics",NA,"",NA,NA,"","",NA
"Dec",2020,1,"","","","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Technology Risk Consultant","Iowa City/ Cedar Rapids","IA","UNITED STATES","Female","Business Analytics","",NA,"",NA,NA,"International Business","",NA
"Dec",2020,1,"Software Test Engineer","Austin","TX","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Application Development Analyst","Nashville","TN","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Benefits Technology Analyst","Iowa City","IA","UNITED STATES","Female","Business Analytics","",NA,"Political Science",NA,NA,"","",NA
"Dec",2020,1,"Data Analyst","Chicago","IL","UNITED STATES","Female","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,NA,"","","","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Revenue Analyst","Arlington Heights","IL","UNITED STATES","Male","Business Analytics","Finance",NA,"",NA,NA,"","",NA
"Dec",2020,3,"Customer Supply Chain Specialist","Rockford ","IL","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,3,"Applied Analytics Student","New York","NY","CHINA","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"","","","UNITED STATES","Male","Business Analytics","",NA,"Economics",NA,NA,"Entrepreneurial Management","",NA
"Dec",2020,3,"","","","SOUTH KOREA","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"","","","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Analyst","Rock Island","IL","UNITED STATES","Male","Business Analytics","",NA,"Spanish",NA,NA,"","",NA
"Dec",2020,3,"","","","UNITED STATES","Female","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Graduate Business Analytics Student","Iowa City ","IA","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,3,"Project Manager and Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics","",NA,"Psychology",NA,NA,"","",NA
"Dec",2020,1,"KYC Analyst","Eden Prairie","MN","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"Leadership Studies","Entrepreneurial Management",NA
"Dec",2020,3,"","","","UNITED STATES","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,NA,"","","","UNITED STATES","Female","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Applied Research Analyst","Iowa City","IA","CHINA","Male","Business Analytics","Finance",NA,"",NA,NA,"","",NA
"Dec",2020,1,"","","","CHINA","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,3,"","","","CHINA","Female","Business Analytics","Accounting",NA,"",NA,NA,"","",NA
"Dec",2020,3,"MSBA Student","Iowa City ","IA","UNITED STATES","Female","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,NA,"","","","CHINA","Female","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,3,"","","","CHINA","Female","Business Analytics","",NA,"Philosophy",NA,NA,"","",NA
"Dec",2020,3,"Master's: Finance","Iowa City","IA","CHINA","Male","Business Analytics","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"FSO Technology Risk Consulting Staff ","Des Moines","IA","UNITED STATES","Female","Finance","Business Analytics",NA,"German",NA,NA,"","",NA
"Dec",2020,1,"President","Jersey City","NJ","CHINA","Male","Finance","Business Analytics",NA,"",NA,NA,"Risk Management and Insurance","",NA
"Dec",2020,1,"Human Resources Specialist","Iowa City ","IA","UNITED STATES","Female","Information Systems","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"","","","UNITED STATES","Female","Information Systems","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Client Development Associate","Mount Prospect","IL","UNITED STATES","Male","Information Systems","",NA,"Computer Science",NA,NA,"","",NA
"Dec",2020,NA,"","","","UNITED STATES","Male","Information Systems","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Junior Software Engineer","Clifton Park","NY","UNITED STATES","Male","Information Systems","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Commercial-Farm/Ranch Data Engineer","Des Moines","IA","UNITED STATES","Female","Information Systems","",NA,"",NA,NA,"","",NA
"Dec",2020,1,"Business Process Analyst","Iowa City ","IA","UNITED STATES","Female","Management (Human Resource Management)","Business Analytics",NA,"",NA,NA,"Leadership Studies","",NA
